CRS_ID,Measured_point_ID,X,Y,Z,Distance,Interval
3952,698,710563.5527184657,6103384.351893619,1.5932709,1.6000000001567487,0.4
3952,699,710563.384273943,6103383.989090031,1.6711637,1.6000000001567487,0.4
3952,700,710563.2158294206,6103383.626286445,1.6711637,1.6000000001567487,0.4
3952,701,710563.047384898,6103383.2634828575,1.5789007,1.6000000001567487,0.4
3952,702,710562.8789403755,6103382.900679272,1.4962455,1.6000000001567487,0.4
3952,703,710562.7104958529,6103382.537875684,1.5259602,1.6000000001567487,0.4
3952,704,710562.5420513304,6103382.175072098,1.4533614,1.6000000001567487,0.4
3952,705,710562.3736068078,6103381.81226851,1.4940804,1.6000000001567487,0.4
3952,706,710562.2051622854,6103381.449464925,1.5581862,1.6000000001567487,0.4
3952,707,710562.0367177627,6103381.086661337,1.5707108,1.6000000001567487,0.4
3952,708,710561.8682732403,6103380.723857751,1.4352427,1.6000000001567487,0.4
3952,709,710561.6998287176,6103380.361054163,1.3410195,1.6000000001567487,0.4
3952,710,710561.5313841952,6103379.998250578,1.2394948,1.6000000001567487,0.4
3952,711,710561.3629396725,6103379.63544699,1.2394948,1.6000000001567487,0.4
3952,712,710561.1944951501,6103379.272643404,1.2072489,1.6000000001567487,0.4
3952,713,710561.0260506275,6103378.909839816,1.1229534,1.6000000001567487,0.4
3952,714,710560.857606105,6103378.547036231,0.99974644,1.6000000001567487,0.4
3952,715,710560.6891615824,6103378.184232643,0.8085819,1.6000000001567487,0.4
3952,716,710560.52071706,6103377.821429057,0.7829305,1.6000000001567487,0.4
3952,717,710560.3522725373,6103377.458625469,0.7618964,1.6000000001567487,0.4
3952,718,710560.1838280149,6103377.0958218835,0.7096553,1.6000000001567487,0.4
3952,719,710560.0153834922,6103376.733018296,0.6871689,1.6000000001567487,0.4
3952,720,710559.8469389698,6103376.37021471,0.6260441,1.6000000001567487,0.4
3952,721,710559.6784944471,6103376.007411122,0.6260441,1.6000000001567487,0.4
3952,722,710559.5100499247,6103375.6446075365,0.5445556,1.6000000001567487,0.4
3952,723,710559.3416054021,6103375.281803949,0.5194713,1.6000000001567487,0.4
3952,724,710559.1731608796,6103374.919000363,0.49610198,1.6000000001567487,0.4
3952,725,710559.004716357,6103374.556196775,0.5027158,1.6000000001567487,0.4
3952,726,710558.8362718346,6103374.193393189,0.4286778,1.6000000001567487,0.4
3952,727,710558.6678273119,6103373.830589602,0.31124485,1.6000000001567487,0.4
3952,728,710558.4993827895,6103373.467786016,0.3014792,1.6000000001567487,0.4
3952,729,710558.3309382668,6103373.104982428,0.30450886,1.6000000001567487,0.4
3952,730,710558.1624937444,6103372.742178842,0.2632118,1.6000000001567487,0.4
3952,731,710557.9940492217,6103372.379375255,0.2624698,1.6000000001567487,0.4
3952,732,710557.8256046993,6103372.016571669,0.2624698,1.6000000001567487,0.4
3952,733,710557.6571601767,6103371.653768081,0.2440731,1.6000000001567487,0.4
3952,734,710557.4887156542,6103371.290964495,0.24790175,1.6000000001567487,0.4
3952,735,710557.3202711316,6103370.928160908,0.16053538,1.6000000001567487,0.4
3952,736,710557.1518266092,6103370.565357322,0.09799514,1.6000000001567487,0.4
3952,737,710556.9833820865,6103370.202553734,0.06768168,1.6000000001567487,0.4
3952,738,710556.8149375641,6103369.839750148,0.09125598,1.6000000001567487,0.4
3952,739,710556.6464930414,6103369.476946561,0.051477388,1.6000000001567487,0.4
3952,740,710556.478048519,6103369.114142975,0.054862652,1.6000000001567487,0.4
3952,741,710556.3096039963,6103368.751339387,0.0517562,1.6000000001567487,0.4
3952,742,710556.1411594739,6103368.388535801,0.04391626,1.6000000001567487,0.4
3952,743,710555.9727149513,6103368.025732214,0.06680558,1.6000000001567487,0.4
3952,744,710555.8042704288,6103367.662928628,0.07615903,1.6000000001567487,0.4
3952,745,710555.6358259062,6103367.30012504,0.07838738,1.6000000001567487,0.4
3952,746,710555.4673813838,6103366.937321454,0.0861382,1.6000000001567487,0.4
3952,747,710555.2989368611,6103366.574517867,0.09398743,1.6000000001567487,0.4
3952,748,710555.1304923387,6103366.211714281,0.018554375,1.6000000001567487,0.4
3952,749,710554.962047816,6103365.848910693,0.008320278,1.6000000001567487,0.4
3952,750,710554.7936032936,6103365.486107107,0.030821335,1.6000000001567487,0.4
